,reviews,stars,date,country
2698,Madrid-London City return. Excellent experience. Flights on time in fact 25 minutes early into LCY and arrival and departure procedures at both MAD and LCY fast and efficient. The Velazquez Lounge at MAD T4 is extremely comfortable and well-appointed with a good range of food and drink. Flight on a newish Embraer aircraft clean comfortable and spacious. Outstanding service from the two friendly English and Spanish speaking cabin crew. Full English breakfast with champagne and orange juice on the outbound and a nice chicken dinner with good wines on the return.,1,20th May 2015,Spain
2699,Our flight on economy long distance from the Austin to Heathrow was the most uncomfortable we've had on any carrier and we have travelled extensively. The seats were so close together with hardly any leg room or arm movement that not only was it difficult to eat the food which was dreadful but very difficult to get in and out of without damaging or twisting a knee or back. We had extreme exhaustion on landing from discomfort and lack of sleep. The evening meal we were served was inedible. The pasta had been hanging around for some time by the appearance. It was dry and congealing in what was once tomato sauce. The foil container was bent and the foil cover crumpled which proves it had been handled and heated up frequently. As for the breakfast in a box it was so bad I cannot comment. We've had better food and seating on low budget airlines and as well as on Myanmar Airlines! We want to support our national airline but definitely not on BA economy. It seems all the attention and care is given to first and business class. A huge disappointment.,8,20th May 2015,Switzerland
2700,Business class. Scheduled to fly from Rome to Gatwick on 7 May on BA2543. The day that the fire broke out at Rome airport. We had a 12.45pm flight. I received a text from BA at 6.30am advising of flight cancelled due to the fire and to contact BA. I called them and they rebooked us on flight BA555 at 8.15pm but direct to Heathrow. We accepted the flight change considering and lounged around Rome for the morning. Than when about to get the train to Rome airport received a text from BA advise that flight had been changed to Naples and if we wanted that flight to make our way to Naples. So we high tailed it onto a train and in 2 hours we were in Naples. The flight did not leave till 9.30pm as they were waiting on others who had made the trip to Naples and out of 152 seats on the plane about 130 people made the trip to Naples. I think the communication and the effect that BA did to get us out of Rome under the circumstances was excellent. A friend was flying to Paris from Rome on another airline and he was delayed till midnight and his luggage was not to accompany them and was delivered 2 days later to him. Once on board in Euro Business class it was all pamper. The meal was excellent of rockmelon with truffle infused coleslaw and BBQ style prawns. Finished with a rhubarb and custard desert and washed down with a lovely Spanish white. Once landed bags were quick out on the belt and away we went. So well down BA for what I know for others turned out to be a nightmare.,7,20th May 2015,Australia
2701,"19 April KWI-LHR BA157. LHR-EDI BA1454. 3 May EDI-LHR BA1459. LHR-KWI BA156. KWI-LHR-EDI-LHR-KWI: booked World Traveller Plus (Premium Economy) but upgraded to Club World (Business Class) on the outward trip. An excellent experience: as always the cabin crew make the difference. On all sectors professional well-turned-out staff who were genuinely friendly cheerful and helpful. Food was excellent (chicken or pasta seem to be a thing of the past - I was not offered either) nicely presented and for me in sufficient quantity. Water/orange juice runs on a regular basis washrooms clean and tidy and well-stocked A wide range of entertainment on the KWI-LHR sector (it kept me entertained for a 6-hour flight and because I flew out in April and back in May the selection had changed on the return flight). Smooth flights (the 747's on the KWI-LHR sector although old were well- maintained and everything worked - I really enjoy flying the ""Queen of the Skies"") and plenty of information from the flight deck. Slight delay outbound at Kuwait because of a technical problem but it was resolved: all other sectors were on time. I travelled on a Sunday in both directions so no delays in connections at Heathrow although I had built in sufficient time between flights to allow for delays when I booked my ticket. All in all four excellent flights - BA seem to have improved immensely since I last flew with them in 2014: the cabin crew and check-in staff seem to make the difference and for this reason I use BA in preference to the carriers from the Middle East especially as Terminal 5 at Heathrow is a very civilised place to transfer (at least in my experience).",7,18th May 2015,Kuwait
2702,BA108 DXB-LHR Club World in seat 10G. Very nice seat no bother from anyone stepping over you and also right next to the loo and CW kitchen so great access to snacks. Also as I was at the front of the cabin I got off the plane nice and speedily. Food was good had a nice vegetarian pasta main course. Plus the afternoon tea I got offered plenty of scones as most people surprisingly didn't want them!,10,18th May 2015,United Kingdom
2703,BRU-LHR-YYZ: CLUB Europe - Club World; This time again check-in was smooth with friendly ground staff the best croissant in this lounge. Boarding was easy friendly cabin crew was waiting for us to take jackets. Hot towels tasting breakfast landed on time. This short flight 10/10. Security in Heathrow was horror but I prefer the horror of waiting than the horror of terror. First lounge was a breeze. Boarding for the flight to Toronto was with busses driving us to the Dreamliner. Indeed the business seats are smaller. It really felt bad. The flight was not comfortable at all as I left the plane with pain in the back and shoulder. The crew were excellent the food was excellent and the screens are improved. But the space you have is really a shame. As a gold member I fly often business or first but the club world seats in the Dreamliner are really smaller and not comfortable at all. I will avoid this plane in future. I am so happy I will fly back in a 777.,9,18th May 2015,Belgium
2704,LAX-LHR-LAX April return May 14. Another chance to try the A380 product and all seemed well online check in bag drop sensible loading on the air bridge at LAX but once we boarded a self important flight attendant decided she had to check the boarding passes to ensure we were on the right plane on the right day. No you do not we have been checked all the way along. Still even this pitiful attitude could not dampen the sterling job done by the pair of flight attendants we had. They gave Mixed Fleet a very good name. Now having got through everything needed on that trip we had the return. WTP so the food was OK the thing is during the trip the LAX sector had reverted back to the legacy staff. Disaster. The staff tried until around half way through the flight when a woman who spoke with a brogue I guess Eire arrived to take charge and declared the bar closed. So too were snacks of crisps etc. Half way through a long flight? BA claim the bar service and snacks are available throughout the flight. Clearly they are telling lies. This poor creature shut things because she had counted everything. Anyway if BA wish to lie to us we will not be buying from their High Life Shop. It cuts both ways. So to sum up most BA staff really do try to make passengers (the customers) enjoy the experience; certainly I have always flown BA where possible however when one employee on each sector can colour the experience in such a negative manner I shall not be rushing to fly them again. Closing the bar and snacks after less than six hours on a flight of over eleven hours? To Fly to be Self Serving.! I really can no longer recommend BA.,7,18th May 2015,United States
2705,LHR to CPT in first (777 aircraft). Concorde room as always quiet and private with excellent bar service (we did not try the restaurant) and wonderful views from the terrace (plenty of natural light). Boarding by separate bridge. A warm welcome greeted by name and escorted to my seat by a smiling member of staff. Offered a glass of champagne wash bag and night suit. Departure and arrival on time. Food and beverages very good (excellent bloody Mary). Bed was made by staff with extra mattress provided. Very good level of comfort. Entertainment of good standard (in generally I prefer to sleep). Staff brilliant always smiling and discretely present to serve. Small hiccup no hot breakfast in the morning (no explanation given). Overall an excellent trip of very high standard with an impressive cabin crew.,3,16th May 2015,Spain
2706,CPT-LHR-MAD in club. Check-in in CPT quick and efficient. Lounge elegant with good choice of snacks and food and an excellent selection of South African wines. Boarding was announced in the lounge. Boarding a bit chaotic. Seated in the first class section of this old 747. Greeted by name and offered a glass of champagne by a charming member of staff. Departure and arrival on time. Food and beverages of high quality and standard. As I was traveling with my husband the table was set so that we could dine together by using the companion's ottoman. Entertainment ok-the very small screen of the old first class. The bed was made by the staff using an extra mattress. A good nights sleep in a comfortable bed. Cabin crew excellent always smiling and professional. LHR-MAD in a refurbished 321. Emergency exit seat with lots of space and comfort. Excellent cabin crew delivering an outstanding service with hot or cold breakfast for a very busy club Europe cabin. Greeted personally by the purser due to my frequent flyer status. Overall impression an excellent trip where a lot of attention to every detailed was paid. Indeed to fly to serve.,7,16th May 2015,Spain
2707,Outward from Heathrow 8th May BA543 to Bologna. Return 10th May BA545. Flew return LHR to BOL. It is a long time since I have flown with BA and I was reminded just how good they are. I really cannot fault any aspect of the journey from the check in staff to the cabin crew and seat comfort. Every aspect was highly professional. I was impressed with terminal 5 and think it creates an excellent first impression of Britain.,9,16th May 2015,United Kingdom
2708,Flew MAN-LHR-YYZ and return. Outward in premium economy on a 777 there was plenty of leg room and a good entertainment system food was nice and plenty of options for drinks. Cabin crew good. Flew back from YYZ-LHR on 747 I was upgraded from premium economy to club world by the cabin crew which was excellent. Comfortable seat plenty of options for food and drink. Cabin crew attentive helpful and very friendly couldn't have asked for a better flight. Everybody seems to have a go at BA I find them reasonable priced and excellent to fly with.,8,13th May 2015,United Kingdom
2709,Flew BA on open-jaw route BRU-LHR-LAX returning one week later SFO-LHR-BRU. BRU-LHR was on an A319 newly refurbished plane. I paid for seating selection weeks before. The day before on-line check-in opened I saw that some seats on the front of the plane became available to economy travellers with no surcharge so I took one of them to deplane as quick as possible (the plane landed a little bit ahead of schedule anyway). LHR-LAX on the A380 was a really nice experience really smooth flight and incredibly quiet upper-deck cabin. Food was not bad as long as you don't expect anything too fancy in economy. There was only one complete meal after take off and a pre- arrival snack before landing. On an 11 hours flight this may seem not enough but passengers are welcome to pick up snacks in the galley during the flight as well as having drinks fixed on demand. Only one negative spot of the flight: the cabin was really cold! SFO-LHR still on the A380 departed a little bit late due to a malfunction of one of the doors but crew kept us informed of the situation. Same nice experience nice crew and so on. LHR-BRU on an A320 departed late after being stuck on tarmac due to high departure rate at Heathrow. Once again the captain kept us informed and managed to catch most of the delay before landing in Brussels. Overall really nice experience but I wish they would not charge as much for seating selection before online check in. As I may be a nervous flyer I need a window seat and don't want to risk seating elsewhere. The four legs cost me more than 130 euros on pre-paid seating which I could take into account when choosing between BA and an another airline that let you choose free of charge when booking your flight. Besides that I won't hesitate to fly BA in the future.,9,12th May 2015,Belgium
2710,Travelled LGW-MCO-LGW route in Business and was really happy. Great check at Check in at LGW then priority security access. The lounge was superb. Seats on 777ER outward were 2J and 2K which were fine but we changed to 11E and 11F for the return as we noticed that on outward these were more enclosed. Flat beds were great Service was exceptional. Both flights left on time and arrived on time. Delta lounge at MCO is a bit dated but served a purpose so cant complain. Was a bit worried about the service reading some of the reviews but was pleasantly surprised. Well done BA.,8,12th May 2015,United Kingdom
2711,LHR-EZE business class on board B777. Tired old cabin old IFE system. Business class seat layout cramped and uncomfortable with forward and rear facing seats. However cabin crew deserve praise for their excellent attention.,9,12th May 2015,Argentina
2712,Pisa-LGW. Lounge at Pisa is a shared set up and rather nice. Spacious and colourful. Comfortable seats. Much better than hanging around the terminal. We have used it a few times. Plenty of booze. Mediocre snacks. No food. Checked in online. Baggage drop off. No problems. Plane was parked on the tarmac. Had to hike across in hot sun (which made me wish I wasn't going home). This is very annoying - because the whole point over flying BA instead of the three bright white blue and yellow planes of the Irish airline's planes parked next door - is convenience. This has in the past but did not this time include the use of an air-bridge. (More BA cuts I wonder) Plane was a newish A319 - and pushed back to the minute - and left bang on time. All clean and tidy including the wash-rooms. Seats rather old and worn - but we were comfortable in seats 1 a and 1 c. Afternoon tea served on board - nothing exceptional (not a lot one can do with this sort of meal) - but as my wife was driving when we landed I happily drank three Gin and T's. FA's very pleasant and friendly. Even offered me a 4th G&T which I declined. All in all a good experience. (seats could be much better though). Landed ahead of schedule.,8,11th May 2015,United Kingdom
2713,I flew from Heathrow to Istanbul on BA on their 767 the crew in Club Europe were very accommodating in their service. From start to finish of the flight they ensured that all passengers in Club Europe received the upmost service. Although the 767 is starting to show some age I prefer this version of the Club Europe seats compared to the new configuration which is being rolled out on their Airbuses. At least the seats on the 767 are comfortable & there is plenty of space between the rows compared the the new version which has the same pitch as economy. The catering was good with a great choice of meals to select from the service was speedy and accommodating too with their drinks etc..,8,11th May 2015,United Kingdom
2714,Flew First from London to Seattle checked in at T5 and escorted to check-in desk and was checked in very quickly security was quick and then through the million dollar door straight into the Concorde Room. Had lunch in the lounge and think our host was just finishing her shift as not that attentive and service improved markedly when other staff took over after our starters. Good selection of food and drinks and a very relaxing start to our flight. Boarding smooth and both of us were escorted to our seats 2E/F which are 2 together in the middle of the cabin. Cabin crew on both sides were excellent and couldn't do enough to make our flight comfortable. Seat very good and food good quality with a wide selection of drinks available. Flight passed very quickly and being first off plane meant we were first at US immigration although there was no queues so through within 5 minutes and our bags were first off. Excellent flight.,10,11th May 2015,United Kingdom
2715,Flight BA 677 Istanbul to London Heathrow Club Europe a great flight with a wonderful crew in Club Europe excellent service from all members of the crew with updates and a warm welcome by name from them. The meal was very good indeed with a great choice of meals to choose from. Throughout the flight the crew were very professional and quick to serve the meal and to clear away the meal items too. Although a 767 which was showing some signs of age I much prefer this aircraft with the old style Club Europe seats compared to the new Club Europe which has been rolled out by BA and which no one likes. A wonderful flight and great service what more could I ask from a great crew all that I do ask is keep the 767 & go back to the old Club Europe.,8,11th May 2015,United Kingdom
2716,Travelled from Gatwick to Barbados on Boeing 777. Seating very good. As many reviewers mention the screen is small with a limited amount of films. Overall staff very good although one member of staff forget to give bread rolls out with the dinner until asked. The same member of staff also forgot requested drinks. Very good boarding procedure and disembarkment Overall a pleasant flight.,9,10th May 2015,United Kingdom
2717,Manchester to JFK via Heathrow and back. Positive experience although the flight from Manchester to Heathrow was delayed (outside BA control) we were constantly informed about the delays. Attention to detail was excellent. BA upgraded our flights at our request promptly and without any fuss (Silver wedding Anniversary). The flight attendants were excellent and the food (and drinks) was tasty. Some passengers can be somewhat critical about BA but we were more then satisfied with the service.,10,10th May 2015,United Kingdom
2718,BRU-LHR-DFW-SAT. BRU-LHR: Club Europe Smooth check-in with friendly ground crew small but clean lounge with a delicious croissant and coffee greeted by friendly cabin-crew who gave us an excellent service on this small flight starting with hot towels tasting hot breakfast and excellent tea seats are comfortable but narrow for this short flight. LHR-DFW: First class with fast security process Concorde room with online reserved Cabana was again an island of rest and comfort. Clean 777-300 greeted by name flight crew were excellent. Flight and service couldn't be better. Food was good amenity kit contains everything you need on a 10-hours flight slippers and pyjamas were comfortable. Service was private excellent and on request always with a smile asking if everything was alright. Screen in first is still on of the best with a good selection of movies. DFW-SAT: First class customs in Dallas were electronic for ESTA people so 10 minutes after leaving the plane I was waiting for my bags so I could recheck for my last domestic flight! Greeted by friendly crew when boarding old plane AA. We were offered hot towel and glass of champagne. Friendly captain told us after leaving the gate that there was a problem and we did have to taxi to another gate for technical support. After 1 hour (captain had kept us informed) we took off an arrived after a short flight in San Antonio.,7,8th May 2015,Belgium
2719,This was the first time I have flown with BA and I have to say I was very impressed. I flew economy from Brisbane to LHR return. Via Singapore on the outgoing trip and Hong Kong on the return leg. The experience was so much better than on previous flights I had taken with competing airlines. The cabin felt spacious and comfortable even in economy. There was a good range of inflight entertainment and all staff were extremely friendly and helpful. The cost of the flight was a little more expensive than other airlines but having been very satisfied with the service it would not preclude me from booking with them again. Would preference them over other airlines now following that trip along with recommending them to others.,2,8th May 2015,United Kingdom
2720,IST-LHR the so called business class is a joke and is virtually indistinguishable from economy on any decent airline seats are crammed together and do not recline properly there is no sort of entertainment whatsoever on a four hour flight. Having flown on Turkish Royal Jordanian Emirates and Cathay Pacific in the past couple of months only made the contrast more striking. Never again!,10,8th May 2015,United Arab Emirates
2721,A short hop from LCY-ZRH. Nice clean Embraer which was only about 30% full on a Monday afternoon. Off on time landed early decent pasta salad meal and a white wine in flight. Smooth and efficient journey at a very good price.,8,8th May 2015,United Kingdom
2722,SAT-DFW-LHR-BRU: First First club Europe. SAT-DFW: Nice and smooth check-in with friendly ground crew no lounge but used my priority pass to enter United lounge. Plane delayed for one hour. Boarding smooth greeted by friendly cabin crew captain apologised for the delay. Offered hot towels and champagne and crisps or nuts. Short but nice flight. Landed with a small delay. DFW-LHR: First class lounge in DFW is very basic and far from boarding gate. Boarding again was very smooth with waiting flight crew greeting you by name and guiding to your seat. Champagne was offered before you could take place in your seat. This first class travel was again a more than excellent flight. Also this time there was a technical issue but the captain informed us about every step excused several times for the delay again when landing in London with a delay of more than an hour. Cabin crew gives you the feeling you are the only guest on board giving you private service on demand. LHR-BRU: Club Europe. Concorde room with online reserved Cabana and a tasteful breakfast. Private bathroom with shower gave me a new revival boost. Boarding yes again excellent in all ways short flight. Hot towels decent food and perfect service by a perfect crew.,6,8th May 2015,Belgium
2723,"LGW-Pisa. I wrote a positive experience a few weeks ago - on the LHR route to Pisa. I am pleased to write (wait for it) another positive review. This time it was the ""old"" Club Europe and better in my view. As I said before its a shame BA cannot produce something exceptional rather than ""Very Good"" when it comes to the seat. The lounge was okay - not to crowded. Flight left 10 minutes late. Very nice meal on board. Really tasty and fresh. Nice smoked salmon and so on. A few Gin and T's washed it down. Friendly FA's. Smooth flight. My only gripe we were parked off station on the outer airport - like Ryanair. A small hassle with a walk over the tarmac. Bags were not given priority which was annoying. All in all - a good experience.",10,5th May 2015,United Kingdom
2724,Excellent experience LHR to HKG. Was a bit apprehensive about their reputation but found the whole trip excellent. Staff were friendly and helpful aircraft was clean and IFE gave a wide choice. Drinks offered half an hour into the flight and meal served within an hour. Would definitely travel with BA again.,8,4th May 2015,Australia
2725,We flew Premium Economy class from Singapore to London on a 747 carrier. It was a waste of money. The plane looked 100 years old and nothing seemed to work properly. The entertainment system remote control was stuck to its base and it had to be removed with a sharp instrument. The little screen showed a blurred picture so it was not worth watching movies. The crew was nowhere to be seen and they couldn''t be called if you needed something because the call button had been cancelled on all remote controls. At some stage I went to the toilet and went through the kitchen. The crew was there talking and laughing and one of them was sitting reading the paper. Shame on you BA. Never again!,10,4th May 2015,Australia
2726,LHR-MAD with BA462 on a Boeing 767-300ER. Very full flight but it didn't stop the crew from delivering superb customer service! Drinks and sandwich offered 30 minutes after take off. Second round of drinks offered. Very cheerful crew helpful and friendly. Pilot personally came out to greet passengers on our way out. Very smooth take off. Landing could be better. Would definitely fly with British Airways again!,1,2nd May 2015,United Kingdom
2727,LHR-SYD-LHR via Singapore. I hadn't flown BA long-haul for over fifteen years and so given some of the rather negative reviews on this site I approached the experience with trepidation. However I needn't have worried: everything was tip-top from on-line check-in bag drop lounges boarding on-time departure and arrival on both legs and prompt luggage collect. The aircraft both ways was a newish 777-300ER clean and well maintained and while the herring-bone seat configuration does seem a bit weird on both sectors I was in the last row window seat facing backwards with an empty seat next to me so I was able to slip in and out easily enough and didn't have anyone facing me. The seat was a little narrow for business class. but very comfortable with lots of storage space and no shortage of pillows and blankets; the IFE was excellent - screen on the small side but very good definition and audio. Food was simple but very good quality fresh well-presented and lots of it. Very generous with the booze - excellent champagne wines and some fine malt whiskies all served correctly by the wonderfully attentive FAs: old school British middle aged ladies and gentlemen chatty and polite to the point of parody but the twinkle in their eyes tells you that they know it. An excellent experience keep it up BA.,"
													5",2nd May 2015,Spain
2728,For my annual trip ATH-PHL via any European city (dep 18/3 return 19/4) this time I chose BA because they were the cheapest. This was my first flight on BA to the USA. Soon after my choice I tried to select a seat as far front as possible however I was asked to pay 35 euros for a seat in row. 27. 35 euros and you are almost at the end of the aircraft. In the end BA was more expensive than others. The flight was ok and punctual B777 not really my choice as very noisy staff service - one hostess was excellent another was ignorant and unwilling. Food the usual Penne Rigate. Complained to BA via email however no reply was ever received. For my return flight I was in row 30 same noisy B777 same Penne Rigate and of course a good choice of inflight entertainment. Breakfast with lovely frozen bread roll. Yes frozen or chilled. My next choice will of course not be BA.,10,1st May 2015,Greece
2729,A short haul from Gatwick to Rome and I had no expectations. Check in was quick and we were on a vintage Boeing 737. All in all very happy. They supplied a decent enough snack. Drinks service was efficient. There was no in- flight entertainment available but we should all be able to cope for 2 hours without surely? Comfortable enough friendly service got there on time and good price. All adds up to a happy traveller.,10,1st May 2015,New Zealand
2730,LHR-SFO-LHR. Missed out on the A380 and both legs were in a 747-400. Planes were old but well maintained and clean so no complaints there. Outward leg was excellent with good food and great cabin service. On the return leg the lady in front fully reclined her seat immediately after take off and went to sleep leaving me with just about the same cramped space as you have in Economy. Even during meal service cabin crew did nothing to alleviate the situation. Very disappointed with this aspect and also with the breakfast. How many people on this site have complained that they do not want a hard croissant and sweet cereal bar for breakfast. BA are you listening?,9,30th April 2015,United Kingdom
2731,Heathrow to Bilbao. This is one of BA's new routes (although they used to fly the route years ago on a B757) and we got our return flights for a bargain Â£74. BA's hand luggage only fares to Europe offer very good value and I wonder when they will consider this pricing tier for long haul routes! The A319 flight left from Heathrow Terminal 1 which is closing in June but now looks and feels like a ghost town. There were 3 shops open on the day of our departure and most of it is boarded up. As for the flight we had the usual BA chaotic boarding process but overall an excellent flight even if the new seats are uncomfortable and certainly similar to Ryanair with hardly any space. I appreciate BA's offering of sandwiches on their short haul flights but do wonder whether passengers really need this service nowadays.,5,30th April 2015,United Kingdom
2732,NCL-LHR return. Great alternative to rail travel which is sometimes more expensive. Check-in was a breeze on both sides. New comfortable A320 cabin old ones were really aged. A choice of snack and drink were served with options for alcohol. Delay arriving into Heathrow as usual the airport is really over capacity and limiting BA as an airline. Annoyed that you are no longer able to choose your seat on hand-baggage only fares!,2,30th April 2015,United Kingdom
2733,Flew from London Heathrow to Rome Fiumicino. Flew the same route last year too and both times it was excellent. This time our flight was operated with an Airbus A320 with slim line seats that looked brand new. These were very comfortable for a short haul flight and the leg room sufficient. In-flight catering was excellent. Coffee was a bit weak but the sandwiches were delicious. This time cheese and ham doorstop with white bread. I expected good things after last years flat bread and was not disappointed. Cabin crew were very friendly and efficient as were the airport staff. Boarding process was fast and efficient and on both flights at arrival and destination the aircraft was at a jet bridge so no need to board a bus. Flights departed and arrived on time. Will definitely fly BA again.,9,30th April 2015,United Kingdom
2734,Club Europe LHR-AMS. The boarding process was a joke we had to take the bus to our aircraft. In the boarding lounge they asked for all Club Europe and Gold and Silver to come forward and board the bus then they let all of the remaining passengers board the bus which made priority boarding a total joke. They should follow the same process when flights land at a remote stand and have a separate bus just for use by Club Europe passengers at least when departing Club Europe passengers would enjoy their priority boarding. I understand there is a need for on time departures but BA really need to ensure that where priority boarding is taking place their Club Passenger receive it.,9,26th April 2015,United Kingdom
2735,Hong Kong to London in World. It was on the A380 - first time aboard and must say I was impressed. A much better experience than the Emirates A380. Great mood lighting large windows. Nice to have a number of small cabins on both decks. Friendly service from the crew.,10,24th April 2015,United Kingdom
2736,"BA 1321 Newcastle to Heathrow 1/4/15. Check in at Newcastle was as always very fast and efficient. Once on board the cabin crew did a great job of welcoming everyone. A great crew offering old school BA charm at it's best and no small achievement considering the very early departure time. New and very ""compact"" seating which seems to be the new norm for economy class travel on short haul European flights. Flight arrived at T5 not quite on time as I remember but hey ho not at all bad.",10,24th April 2015,United Kingdom
2737,Flew Gatwick to Kingston 13/3/15 return 27/3/15 big disappointment had to climb over strangers legs to leave seats. Not all options of food available if your at the end of the meal run. Need to pay to sit together separated from my husband who was next to a nice bloke who was happy to move so we could sit together BA did not even try to accommodate us. Not worth the money Virgin far superior from their lounge to the flight. Will never travel BA long haul again be warned don't waste your money.,9,24th April 2015,United Kingdom
2738,BA1326 Heathrow to Newcastle 22/4/15. Checked in at T5 by an agent who should train some of the others. Very welcoming instantly struck up a conversation with me this person was a credit to the company and a much needed one. The good experience ended there. Punctuality reared it's ugly head once more. I've recorded this repeatedly. Departure was delayed 45 minutes. Not the end of the world but an inconvenience which happens so regularly I can pretty much count on it. It's a shame BA can't address these issues and get flights operating to schedule the majority of the time as other airlines are well able to. Once on board BA is like a tale of two airlines. Some crews are excellent others just lack professionalism and behave rather strangely at times. Possibly this may stem from the two tier or mixed fleet system. But whatever the issue may be crew quality and service is inconsistent. When we landed at Newcastle a crew member announced that the flight was only 30 minutes behind schedule! Well marvellous not in my opinion. Having just flown around the world on another airline which was able to operate twelve out of thirteen flights either on time or ahead of schedule I have to say that I remain generally unimpressed.,10,24th April 2015,United Kingdom
2739,April 3 2015 Sydney-LHR. Staff were quite attentive and pleasant throughout both sectors. The cabin looked very new was clean and comfortable. IFE was fine although not as good as CX. I was sitting in window seat facing backwards which was fine. The seat while sitting is comfortable enough although quite narrow. There is little storage and it can be awkward getting in and out of the seat especially when you are on the window. The problem was when the seat was in flat-bed mode. It is so narrow that you cannot turn. The seat buckles in the middle. As well the passenger next to me would slam his table and TV monitor shut throughout the flight and because of the design the seat you feel every movement. To get comfortable I had to put the seat in more of a recline mode in order to sleep which defeats the whole purpose of a flat bed. As well a fold down footstool completes the end of the bed and it wasn't stable. BA are charging a premium for this seat and they squeeze 8 across (compared to 4 for CX). They are making a great deal out of this amount of real estate in the air. It is time for them to deliver an update. The only reason I took this fare was because of the great luggage offering (which I needed on this occasion - 96 kg) and the fact that I was flying back in First for no additional cost which I will post about separately. So while I recommend this airline overall it is more because the service and staff did compensate. Next time I fly business it will be CX again. The seat is a real let down.,7,23rd April 2015,Australia
2740,15th Aug 2014 flight BA0272. Me and my 3 friends flew from SAN to LHR then to IST. Our check in and baggage processes took almost 2 hours to be completed. I wonder what would happen if we were not been there 5 hours before our flight. When they gave us our tickets we saw that they put us all separately. They could not even manage to sit us together. When I was thinking how could this get worse we missed our LHR-IST flight and waited in a queue for 3 hours to go to our hotel. While a clerk was trying to complete our check-in for 2 hours another clerk next to her managed to complete half of the passengers processes and when we were boarding the plane we learnt that the plane was overbooked and the other cl erk was offering 800 dollars per person and free accommodation for volunteer passengers to fly on the next plane.,9,23rd April 2015,Turkey
2741,April 15 LHR-Sydney (via Singapore). I flew First as part of a promotion for no additional cost with purchase of business seat on SYD-LHR leg. I really enjoyed the Concorde Room at Terminal 5 lovely meal great service and very elegant space. In terms of the flight the FA were very friendly and helpful on all legs. They went out of their way to make you feel special and a guest. Food was very good as was wine offering. Seat was comfortable and roomy although there is a lot less storage then in CX Business Seat. In fact while there is a lot of room much of it really is not that useful. At night FA did disappear for much of the time and didn't really come around (except once) to offer water/juice. Whereas on SQ economy FA would check on you regularly throughout flight. While of course it is very special to fly First next time I would be just as happy to fly CX Business which I think is really great value for money and the seats are just as or maybe even more comfortable. If I had paid full fare for this flight I think I would have been questioning the value for money.,10,23rd April 2015,Australia
2742,BA662 31st March. BA662 14th April. BA makes us think 'better quality'. However the flight to and from Cyprus is now disappointing in terms of food offered. The duration is over 4 hours and it is not acceptable for them to offer 2 cold sandwiches.,10,23rd April 2015,United Kingdom
2743,BA 730 LHR-GVA 20 Apr 15. Are fooling no-one with their new Club Europe Business Class seats - they look nice - but are too close together providing extremely poor legroom! As a regular London to Geneva traveller I will go back to flying Swiss! The decision to change this is almost as bad as the stupid decision to have seats facing backwards in Club World where you have to face strangers and climb over others to get to your seat. If you can't fly First Class with BA choose another airline until they remedy these issues because their Business Class product is rubbish!,10,23rd April 2015,United Kingdom
2744,BA0010 World Traveller 4 Apr 2015. Bangkok-Heathrow (London). BA0009 World Traveller 17 Apr 2015 Heathrow (London) - Bangkok. The check in staff were unhelpful and refused to check my luggage through despite it being done on the first leg of my trip I also met others on the same flight where this was allowed. The plane was old. The Cabin crew were professional however compared to the middle eastern airlines the service wasnt nearly as good.,7,22nd April 2015,Thailand
2745,LHR-BKK in Club on B777. Fourth long haul leg on BA in the last month and this was by far the best flight. That said I still think the product is disappointing. I'm the camp that says the seats are highly uncomfortable. They are far too narrow as an average sized person still finds their arms draped across the arm rests while trying to sleep. You simply can't keep your arms by your side. As such little to no sleep. IFE outdated and awful.,9,22nd April 2015,Australia
2746,LHR-AMS-LHR in Club Europe on A321. Nice service for a short hop. I think BA's Club Europe product is better than their long haul product. No flat beds but aircraft were in good condition cabin crews professional efficient and genuinely nice. Food was actually edible with a cheese and charcuterie plate. Both flights delayed due to Heathrow congestion and Amsterdam weather but other than that a pretty good experience.,9,22nd April 2015,Australia
2747,"LHR-PHL BA067 19th April. One of the features of a British Airways (BA) flight that attracted me in the past was the breadth of special-meal options. This until recently included a ""seafood meal"". Indeed ten years ago BA had fisherman's pie as an option in economy class not just the horrible and relentless chicken-or-pasta - then they boasted of their support for the British fishing industry - no longer. Seafood meals are gone. Why? From a BA response: ""I'd like to inform you that the meals have been removed due to the low volumes with many of our customers now choosing other options"". Indeed. If no seafood meal exists then there is no choice there are no options. There is only chicken-or-pasta. Really what would it take to offer a ""cold seafood meal"" a tuna-fish salad and a bread roll? One more reason to choose BA is gone. One more reason to fly with a Middle Eastern airline such as Etihad who still care about service of a sort that BA has started to abandon.",10,22nd April 2015,United Kingdom
2748,Flew BA1385/175 MAN-JFK. First flight full but smooth second flight on old but clean 747 with good leg room. Wifi and food good. Was just thinking as we were landing early what a good flight it had been when landing was aborted abruptly and we circled again eventually the captain said that two warning lights had gone off but the problem appeared to be rectified his manner remained calm and the plane landed safely me and several around me were obviously very anxious.,2,20th April 2015,United Kingdom
2749,17 April 2015 Airbus A320 Business Heathrow to Lisbon. A total waste of money. The food was horrible. A couple of sandwiches and a lousy bread served with jam. There was no entertainment system and the only difference I could find from economy was that the middle seat was empty and a portable table was placed between the arm rests. The seat pitch was pathetic and could not even get a rest. I am very disappointed that I did not choose TAP instead of British.,9,19th April 2015,Turkey
